PROLIFIC_PID,subj_id,debrief,suppression,simulation,heuristic
5f2ddb10a2052d12773e49ec,266,I tried to play as though I didn't know the word and selected the same letters I would have starting out without knowing what the word was beforehand. It was hard to determine when to click the letters I knew for sure were in the word. No strategy for telling which players pretended or didn't.,0,1,1
6107d8ee8bd9a035d04f6d98,264,No strategy. ,0,0,0
5bc0ac845a09ea00012e2d30,263,"The only strategy I used was to do the same thing as I did when I actually didn't know the word which was to start off with vowels, and if I still couldn't tell what the word was, then do more common letters like S, R, M, etc. The most difficult thing was that I couldn't not visualize the word while pretending. I didn't have a strategy for telling pretenders vs. real apart.",0,1,1
5e2cdab5cd89c83002bf56de,262,"For pretending, I started with some vowels. It was difficult to pretend with the cosonants though. For guessing, I was looking at whether the letters selected were random. ",0,0,1
5c72f069cf5c4b000197cc30,261,"I would always choose vowels first, just like I did when genuinely playing. It was really hard to tell who pretended and who played for real but I tried to guess pretend if they seemed to go too slow or too fast.",0,0,1
5c101f812a1a620001f04007,260,"I played the same as I would if I didn't know the word when I was pretending.  Usually picking vowels first and then if it was obvious I continued, sometimes picking random letters.It was hard to tell who was pretending, especially the person who used all the letters in identifying Taylor Swift.  It sure looked like they were faking.  I tried to see whether the person was being too obvious picking the wrong letters when the answer was obvious.",0,1,1
558cdd7efdf99b0f1cc5f4c1,259,started with the vowels. pretending was hard because the words were easier to identify. it was a little difficult just because everyone has a different strategy and the way they process their information.,0,0,1
628f77c4d003ee884a5573fd,258,"I just tried to play as I normally would, guessing letters in a way that I'd normally guess them, and trying not to rush my letter clicking. As for telling which players were real or fake, I guessed them on a wing and a prayer. I had no strategy.",0,1,0
5e74f18520ab35040b41d526,257,"I tried to press what I would press if I hadn't know the word. For example, I tried to use the most common letters first and then went naturally from there how it would probably evolve in my mind. I tried to see if other people came up with strange letters first, like Q. That is not the natural progression of guess a word. But it is hard because anyone who watches Wheel of Fortune or who has played hangman knows to pick certain letters that occur more than others (e, s, t, r, l....)",0,1,1
6165dc0b1076bf012831f862,256,"since I always started with the same 4 letters when playing normally, i just did that and then deciced when id figure it out normally.for guessing others, i watched to see if their guesses made sense",0,0,1
5fa8aa822e22ef7809425df9,255,"I do not have a specific strategy, just like randomly selecting the letter.The most difficult is choosing the wrong letter on purpose.I judge the player as normal when I feel he/she select the first letter as wrong or not.",0,0,1
629123291e21f234a2c06705,254,"My strategy for pretending was to think of other words that would fit the scenario and then make false attempts with those letters. For example, in the Iowa case, it is a state with only four letters, which means my only opportunity to play stupid is to try Utah first.The most difficult part of pretending was just trying to think of other possibilities that would be reasonably believable as attempts.In assessing other players, I looked at how long they took to answer between letters, and I also watched to see if what they picked would lead to a word or if they were just trying to input unrealistic attempts.",0,0,1
5e937e8e4d246b6b4162ae72,253,"I tried to follow of pattern of guessing that started with common vowels, like e/a/o, and sometimes included letters of similar words that could fit the revealed pattern. For judging pretenders I looked at whether the guesses made sense or seemed too lucky/coincidental.",0,0,1
5e65c5b41e30883349a25a61,252,I tried to almost always get at least one wrong and take time to make it seem like I was thinking of other possible answers. When watching others I paid close attention to how random the wrong letters they chose were.,0,0,1
5d4459c166881d001c4d5451,251,"No strategy, tried to use gut. ",0,0,0
6273e8b5fdcdaed810eca006,250,My strategy was to follow Wheel of Fortune where all players start with A E I O U and then the most popular consonants of R S T and N. Having the same strategy made it less difficult to pretend. I used the most popular first choices in trying to evaluate whether someone else was pretending but it did not work well. ,0,0,1
62879b859698ba45e6afa90f,249,I start with the vowels just as I would without knowing the word. Then I will take mine time making selections and be sure to miss one or two.,0,0,1
60fce0fcf9abe7218c789734,248,I used the Wheel of Fortune strategy of RSTLNE for my guesses with both knowing and not knowing the words. I am hoping others did also. Telling between others was more difficult. Different people see words faster than others so it was hard to say if people were pretending or not. I had no strategy. ,0,0,1
6103664b32254e61282aaf0f,247,I firstly made sure not to do it too quick. The hardest part was thinking of letters to guess that would be incorrect. ,0,0,1
5fb2041681fe9376804e1249,245,I did not have a specific strategy that I used for pretending I hadn't seen the word. The most difficult part about pretending was feeling like the time was right to solve the puzzle. I had no strategy at all for telling which players were pretending and which were playing for real either.,0,1,0
62a012b3b15879c91278fb6a,244,"My strategy was to try to play it like I normally play. Choose vowels and common letters, then once it made sense of what the word was, to just finish off the word and not choose just random letters that don't make sense for the letters on the board. And since it was pretty easy when doing it when you didn't know the words, once it was semi clear what the word was I just finished it. For guessing if people were pretending I tried to get in to someone elses head and pretend to understand what letters do not make sense to pick with the known letters on the board.",0,0,1
6009eee6721c400d92d4cd39,243,"I tried to think about the word I'd probably originally think it was. For example, Montana could have been indiana. Or, I'd pick popular letters like S,T,R, etc. I wouldn't say pretending itself was difficult. I didn't really have a strategy for telling which players were which. I had assumed some did what I did while pretending, but they actually just guessed that way so it was hit or miss for me. ",0,1,1
60a6be72ccb15020f04ba501,242,"My only strategy was to try to take my time, implying I was playing for real. The most difficult thing was not immediately answering correctly, as some of the examples were patently obvious even without the word. I didn't really have a strategy for who played for real as it wasn't apparent. All five could have gone either way.",0,0,1
60734853295f4a6404bbf27f,241,"Didn't really have a strategy, it was really hard to decide",0,0,0
5f50b1bbe29c992335098fb1,240,"What was difficult about pretending for me is that I did really well on the first part, where I had to guess the words myself. So I felt that if I played like I did the first part, it would look like I knew the word if I got it too quick. So I tried to pretend to play like I was not any good at hangman. I tried guessing the most common letters first like A and E, and then the common others like R and S and T. I tried to block out the word as much as I could in my head. As far as guessing the other players to see if they were pretending, I tried to look to see how much time they took between letter guesses, and if they took a long time to guess the letters when they should already be at a point where they know it, I assume they are pretending. I also looked for awkward letters being chosen early on, which to me signals someone already knew those uncommon letters were in the word.",1,0,1
5db9a46ff8e3f9000f88cb85,238,"1.  I picked the first few letters in order that I would have normally picked them.  When I revealed a letter, I began to logically choose the next letters.2.  Taking my time between letter picks.3.  I looked at timing and randomness of picks in the beginning.",0,1,1
5ee933d3280cdb2bb68165b0,237,While pretending I tried to continue to follow my normal strategy of first going through aeiou and then if It was obvious what it was from that enter the rest fast otherwise randomly click around for awhile. For choosing who I thought was pretending I tried to judge by them not quickly filling in the word when it was obvious what the word should have been.,0,1,1
5e176b2163c7a407ce2f02a1,236,I'm pretty good at games like this so it was difficult being ignorant  I tried to think out others might guess.,0,1,1
5c5fc78e96dff400013607a5,235,"First chose vowels, which was the same strategy as if I was not pretending.  The most difficult part of pretending was selecting vowels that did not fill out too many boxes on the first try.  The pretenders seemed to be following the same strategy of selecting vowels followed by purposeful pauses, whereas real players seemed more fluid and quicker in their decision-making. ",0,0,1
62be4da7b96f00d3a68c1a98,234,"The strategy I used for pretending was to always pick the three letters that occur the most often in words--E, T, and A. The most difficult part of pretending was having all of the correct letters visible. That made it hard to think of what I might really have done if those spaces had been blank. Finally, I mistakenly thought that someone who ran through every vowel to start with was playing for real. That messed me up a little.",0,1,1
62965f9c95c876f1d91fc524,233,"I did have a strategy when pretending I did not see the word.  I would start out choosing vowels and common letters like R, S, and T.  It was difficult to pretend when the words would be very obvious with the vowels.  My strategy for identifying real players and pretend players was to see other people who chose vowels first.  Also, when the word seemed obvious but random letters were still selected, I thought they were pretending.",0,0,1
60a30f9cd72ab8c6198d1bf6,231,"I simply used the tactics I would use when I was guessing until enough letters were revealed and it made no sense not to ""guess"". I always start with letters from the words ""death"" and ""lions"" because between them, they cover the most used letters in English words.",0,1,1
597fe89a1b41a20001749f57,232,I tried to guess letters logically and like I how thought other people would do it. That was how I viewed the previous players games too. I wasn't always right.,0,1,1
5dd9f0e719eecb97dfab7b48,231,My strategy was to start with vowels like I normally would.  The most difficult part was trying to not pick the correct letters to give too much away so the word was obvious.  Most of the players that pretended picked all the wrong letters first and didn't act like they were trying to solve the puzzle.,0,1,0
60fdfd265d53f620ef2c3929,230,My strategy was to guess vowels and common letters first to fool people because that is a common strategy. It was hard to pretend because I can't get the word out of my mind. I was trying to look for patterns to determine if players were trying to fool me. ,0,0,1
5bb31c670cb04c00014e8149,229,"I didn't have a real strategy about pretending, I basically just played the game the way I would have normally, by guessing vowels first and going from there. The most difficult thing about pretending was figuring out the amount of time per guess.Telling between real and fake I did not have a strategy for.",0,1,1
628555bb109cc99491b8f04b,228,No I basically got lost,0,0,0
594ec90eca6e670001b2c184,227,"My strategy was to proceed as normal and selected all the common vowel first, then mixed it up by selecting random letters. I then eventually solved for the words. The most difficult thing about pretending was deciding on which words to select even if I already knew the answer. I had no strategy for distinguishing if players were pretending or not, I basically just guessed.",0,0,1
5e1f8fbfb202032c463f3e06,226,"My strategy for pretending I didn't see the word was first guessing the words I would normally guess and then trying to think of a word that would fit the category (for example, a state name with seven letters).  I then would try different words that would fit the category until it seemed that the word would be obvious if I were playing normally.  My strategy for telling between pretenders and real players was to see if it looked like they were really guessing the letters.",0,0,1
5a02083e087f2e0001eadbdb,225,"My pretending strategy was just to choose what I thought I would have if I had not seen the word. I usually went vowels and then common letters because that is what I do when actually playing. The most difficult part of pretending was deciding when I actually would have figured out the word. For telling which other players were pretenders and real, I also just tried to go with what I would have done.",0,1,1
5fec06ae197628d566cdc782,224,"I just used my normal strategy when I was pretending not to know the word. I started with all the vowels and then moved on. When I was trying to determine whether someone knew the word or not, I paid attention to how long it took them to guess the word and whether they made mistakes that were obviously a ruse.",0,1,1
5cd8d86210887400182db201,223,YES I SELECTED ALL THE LETTERS THAT WASENT CORRECT THEN THE RIGHT ONES.IT WAS NOT DIFFCULT TO PRETENDI WATCHED HOW THE MOVED ON THE SCREEN ,0,0,1
5e967eb28a7eb710a9e1fd94,222,I just pretended and acted like I didn't know what the word was and started with my usual letter guesses such as contants,0,0,1
5f2e00fa9832d716737ae694,221,It was hard to guess letters I knew were wrong.  Telling who was predicting mostly depending on time between guesses for me.,0,0,0
629e7861db77361516171932,220,"I first used vowels to get a few letters on the board for hangman, upon finding these letters I figured what the word may be or used common letters used in words to decipher the word",0,0,1
5e373f33a42bce6daa55ea65,219,"My strategy was to choose vowels first.  The most difficult part was not jumping right to the end.  To decide whether someone was a pretender, I tried to see whether they appeared to be randomly guessing or had a strategy.",0,0,1
5deb3ffdf375c625fa83bac7,218,"I did not have any strategy. The most difficult about pretending is trying to visualize how many people would realize the outcome based on how many different words it could possibly be. I didn't really have a strategy for determining people who pretended, or for myself.",0,0,1
57dd1a741334540001170404,218,"I just always played the most common letters: TRNSLE.  Pretending versus not pretending, well, I wasn't very good at that one as you can see, but I had no particular pattern. ",0,0,1
5ed9c285b8c16356b385a97f,216,"just clicking different letters that I knew were not in the wordpretenders, if they were slow or fast",0,0,1
608f39d2c76e436967135846,215,"I took into consideration what other words might be predicted prior to seeing letters. I made it threw the initial letter or two that eliminates other options, and then begin to click properly. I expected similar methods in other players. ",0,0,1
622a42c21de0c55ba18a2acb,214,"When I pretended, I chose the letters first that I would normally choose in this game.  R S T L N E A .  You can usually tell what the word is right away with those.  When people chose letters other than those and they were spot on, such as F W X, I could tell that was fake.",0,0,1
627e6d46440b9a1d01fb1d32,212,"When pretending, I chose the same common letters to start with as I did when I was playing normally. When a solution was obvious (like the state IOWA) I didn't try to oversell it by purposely picking a wrong letter. Most people would get that answer quickly playing normally anyway. I tried to match my normal pace when pretending, which was difficult at times because I had to refrain from going too quickly since I knew the word already. I used similar strategies for telling the difference between pretending and normal players. If they guessed incorrectly on a fairly obvious answer, I assumed they were trying to pretend. ",0,1,1
5eceed79840590300f53fa51,211,I just played normally and pretend that I was guessing.,0,0,0
5c3c7913b4f22c0001a0809c,209,"making guesses that were reasonable, often used letters",0,0,0
601fc50f4b7f33504a02cd52,208,"No i did npt have stradegy, i just played as if i nornally would by picking the letters I would if I didnt know the word. It wasnt hard at all to pretend.. No strategy at ll ",0,1,0
5d4254db5b2c430001418a3c,206,"I still chose mostly vowels at first, and then made sure to purposely choose the wrong letter. The most difficult thing was just pretending not to know and wanting to finish the word. As for telling who the pretenders were, I felt a lot of them were too fast. ",0,0,1
5b6259be5256470001bd0c6d,205,I just tried to pretend to take my time and use letters that weren't correct at first. I looked for that in the other people that I was judging.,0,0,1
6029acb673830e93bcc9230f,203,"I used numbers of letters naturally occurring to guess in both cases, and assumed others used same strategy. ",0,0,1
6266b4ea9408fc167507d923,204,"I delayed time as much as i could. Making sure that I did not guess too many letters in a certain sequence was the most difficult. I just looked at the letters the others one chose and how they responded with getting the letters too soon after another, especially if the word was longer than seven lettersiI",0,0,1
5c1021a547d07800011a23de,202,After learning the word I just picked random letter until I had no choice but to put the word. The most difficult part of pretending was playing dumb. No strategy but to watch how they filled in the letters and the timing.,0,0,1
5f6e2f793c9b1032dbe72def,200,I played according to how I felt at the moment.,0,0,0
629fa760fe340707d1dfd548,199,"I started with a few common letters, even if I knew they would be shown. It was most difficult to take the time to pretend. I thought I could use my own experience to help determine who was playing for real and who wasn't but that ended up being false! It was really hard to tell. I'm upset because my gut for the first one told me pretend, but I hit normal anyway because it was so close to my own pretending experience that I thought it was some kind of trick.",0,0,1
614c1267826bcb89bd92e726,198,"I tried to start out by guessing the vowels first, because I feel that most people play hangman this way. After these were filled in, I guessed whether the average person would know the answer based on the given category. If so, then I would fill in the correct letters in order. If not, then I would guess another common letter, such as ""S,"" and check again whether someone may be able to guess the answer. This guess and check process was repeated until I reached a point where it could be assumed that the average person would know the answer. I would then fill in the remaining letters, completing the puzzle. The most difficult part about pretending would have to be putting myself in the shoes of the average person, and deciding whether they would be able to guess the puzzle with the available words at any given point. When telling between players who pretended and those who played for real, I didn't follow any set strategy. Rather, I watched the game in order to decide whether I thought it may be real or not.",0,1,1
5fc6e3a0040c3f0e7cb45c8a,197,When I took a long time and I purposely chose the wrong letters.,0,0,0
5d41df0ca7b5800001a0341a,195,"No strategy, I just guessed the common letters I normally would (if I didn't know what the word was). The most difficult was to come up with letters that were not in the word AND that were not common (L, S, T, R, E). As for trying to distinguish between players who knew or pretended, there was no strategy... I guessed (and got most wrong!). There should have been a button to press when I/we knew what the word was so I didn't have to press every letter and lose a point each time (I knew one word after the first letter but had to enter every one, losing points).",0,1,1
61664d58d18ca2325a81008e,193,"I made the guesses like I would if i hadn't known the word, I typically start out guessing vowels, so that is what I did. But in some words I didn't want it to seem to easy, so I would guess other letters first. I could not tell between players that were real and werent.",0,1,1
607226ef2df05dd596a390f2,192,I picked common letters to try to narrow it down because that is how i play normally. I looked at the amount of time they spent choosing the first letter and how they picked once it was obvious what the word was.,0,1,1
623534a4823206b94cd659b3,191,"I played normally as I do, vowels first then most common alphabets second. I used the same rule when judging playing time.",0,0,1
5ee232f2b970662cfa352567,190,"Pretending was hard - I tried to pick the same letters that I would start off with normally if I didn't know the word, and I tried to stick to common letters first. Telling the pretenders was also hard - I tried to see if they went for weird letters early that might indicate they were pretending, or if they picked things that didn't seem to make sense to me.",0,1,1
5bf408f7f35e0c000101693a,189,"Yes, I tried to forget the word. ",1,0,0
5a9f566d777df2000160326c,188,i JUST GUESSED THE WRONG LETTERS. i DID NOT HAVE A GOOD STRATEGY FOR THE OTHER HALF. ,0,0,1
611b09935cd6e67f2b5e9ea2,187,My strategy was to choose vowels first when pretending. If a player was for real I always looked to see if they choose a vowel first.,0,0,1
5f0d2ad60ad0d6730c380b05,186,"For pretending I did not see the word,  I would often go through the most common letters after having narrowed down the items from the category that I could think of with that number of letters. Or else I would guess letters from one of the other words that fit until each other choice was eliminated.The most difficult thing about pretending was that often rather quickly I could not think of anything else that the word could possibly be except the correct answer.I thought I could tell someone was pretending if they kept choosing letters once something had become pretty obvious, but this proved not to be the case.  Also, if they got it rather quickly I figured it was real, but that proved not always true either.",0,0,1
5f038dc85819b15b08840dfd,185,"not really, just trief to do it kind of slow. It was difficult to pretend because i wanted to play the game. People who spent more time on their words were probably not pretending.",0,0,1
5fc29e457497e203c3af6bb9,183,"I tried to 'forget' the word I had seen and just play normally for the first few letter selections (mainly vowels and then 's', 't' or 'n' because I know those are the most common letter in most words). Then, after several letters were revealed and I assumed that most people would know what following letters to guess, I tried to play faster and complete the word quickly. The most difficult part of pretending was the timing aspect of it (more than which letters to guess). As far as telling between pretenders and real players, I assumed players that were slower were 'real' players but that approach backfired as I made several inaccurate guesses. ",1,1,1
5c3d07a85a994b0001c10bb2,182,"My strategy for pretending not to have seen the word was to try to make the guesses I normally would, starting with the most common letters.The hardest part of pretending was slowing the pace of guesses down to match someone who didn't know it.For sussing out pretenders, I looked for extraneous and illogical guesses, and the pace being slowed down too much.",0,1,1
60fda8f418c64ff072d22378,181,It was hard to tell who was pretending or not as my strategy for the game seemed to be different than most people both real and pretending. I do a lot of word puzzles so I tended to guess based on letter frequencies and common word patterns which others did not.,0,0,0
61081e56eef3ebeb3f9e684c,180,"1. I tried to think of how I would be guessing if I hadn't seen the word, like still using most common letter guesses first but also taking into account people would be thinking ahead too (like for the four letter state, I assume people would be trying to come up with the few states with that number of letters)2. It's hard to get the timing right/know how others will behave! Though I'm guessing people use similar strategies it's hard to pinpoint how people will do since we are all different.3. I think I accidentally ended up mostly going with the ones that I didn't see as players acting normally and vice versa. That was difficult!",0,1,1
5dbb9407e0a6e81863526af7,179,I definitely had a hard time faking it since I am not used to this type of behavior in my life.,0,0,0
62b060e7ab53ddb4dc2b7eca,178,My strategy was to use the vowels and guess incorrectly a few times before guessing the correct word when asked to pretend.,0,0,1
5b975addbb32a6000182d3e2,176,I mostly just tried to play like I normally would.  I usually start with a certain set of letters and go from there.  If players certain letters where chosen then I would judge based of that if they were pretending or not.,0,1,1
5dcf4136cf8e7e086ea019e4,175,"For pretending, I tried to pick a vowel that was not in the word and picked common letters like N or T (there's a reason Wheel of Fortune uses letters R,S,T,L,N,E as giveaways).I had a strategy, for real vs pretend players, but it didn't pan out.",0,0,1
62bb31196b1faed16b34e914,174,"I tried to use a normal sequence for pretending, starting with vowels and then moving on based on the pattern that emerged to make it look as real as possible. For trying to guess those pretending I notice on one screen that a letter selected didn't really fit into any word that I could thing of for the category. Others though that made it look more natural were more difficult to determine.",0,0,1
60e5eceb989f38c746723024,171,I just guessed the same patterns.  E / A..... Telling was hard.  I did really bad. I assume my intuition was just off. ,0,0,1
5ba064c10d4416000157a224,169,I tried to see how close to the clock they were and if they would come in clutch before the time was up with a great number of correct guesses.,0,0,0
5c0727ff1d461400012b61ee,168,"Yes, first I tried squinting my eyes and pretending I didn't see the word. Then on the one where some letters were started for me, I pretended the game was ""find a word that uses these same letters"". And I also tried to do it they way I would if I didn't know, which was to guess vowels first. And then more popular letters. It was indeed difficult to pretend. In regard to telling between other players, I looked to see if they also chose vowels first (an indication to me that they were playing for real) and I also tried to guess if the pauses and speed seemed realistic. ",1,1,1
610855e5402b0ab92c3a0759,167,I tried to think of what I would do if I didn't know the word. I went through all the letters and tried to come up with any possible combination of letters that sounded like it could be a word. The most difficult part was choosing a letter I knew was wrong. I had a hard time picking because some of the people did exactly what I did when I was pretending and was pretty convincing.,0,1,1
5dec8925be656d35d4005320,166,"I though I should start out with common letters like ""e"" and ""s,"" but not pick the less popular letters to quickly.",0,0,1
5e78bf026d9a62443b9d5b74,165,I would start with common letters to see what would pop up like a regular player would if they didn't know. The most difficult part was pretending to go slow and act like you didn't know.,0,1,1
60885dc6571926117732b41e,164,I didn't have a strategy for pretending to not see a word.  I simply tried to play the game as if i was actually playing.  I could just sense when players were actually playing and those that were pretending based on how they picked their letters.,0,0,0
5dd72efa82569a6d38e06854,163,I didn't really have a strategy except to play as though I didn't know the word. In terms of who was faking or not I tried to see who guess correct letter right away and how much time they took between guesses.,0,0,0
5edfb0770fb0722aa3839b6d,161,"I tried to guess vowels first, as those seemed the most common, and then common consonants like s and t. The most difficult part about pretending was the pretending! When i know something, I know it, and it's hard to not know. I tried to see if people made logical guesses for pretending, and thought that those who didn't were faking. But honestly, it didn't work, because I remember someone picking an uncommon letter after seeing the number E_E_EN, and the person was not faking! I would think it's obviously eleven, but I guess people guess differently.",0,0,1
5d6349209b22da000117b1bd,160,Stragety was to think about what I would do if i didnt know.  I think I failed to account for time delays for thinking however,0,1,0
5c50c73cecd461000198fea1,159,I tried to make logical guesses and make sure I did it like other peoples did. My strategy was looking at the guesses and quality and if it seemed too random I would pick pretending. ,0,1,1
5d9c67b131544d00101daef1,158,"I did not have a strategy, I intuitively pretended that I didn't know. Trying to make it seem natural was the most difficult part. I did not have a strategy for picking between players.",0,0,0
5b70ed4b99982e000145eb7b,158,"I started with vowels, seeing the word, not really I just had to guess.",0,0,1
5d8a64630ffb9c001746ca2c,157,"I used vowels first, delays until it was obvious.",0,0,1
565bdfcec121fe0012fc3897,156,"Finding vowels first, randomly clicking the wrong letters. The players who pretended didn't even get any letters wrong most of the time compared to normal players. So that made it easy to tell.",0,0,1
5eb02a40b17a8c0868685d32,155,"I tried to take my time, but not toot long and make wrong guesses throughout. telling if a player was pretending is tricky. Those that took to long to start playing and guessing were definitely pretending just to make it seem that they were thinking.",0,0,1
629e3f2e7aa7065ffef94278,154,My strategy for pretending I did not see the word was to try to play the game as I would normally. Something that was the most difficult about pretending is determining the amount of time I should take in between guesses. When I had to decide between real players and pretenders my strategy was to focus on the amount of time they were taking and what letters they chose first.,0,1,0
5aa44687dbdb470001ef463f,153,Take it very slow and use vowels first,0,0,1
6151e479b4ee16668948c7f2,150,START WITH VOWELS.  The other players starting with consonants didn't know the wor.d,0,0,1
60f6e30863cdeb849cbeb338,149,1. I just clicked letters that weren't in the word until I had only a couple of points remaining.2. Nothing was difficult.3. I looked at the time the person spent and how many points they had used up.,0,0,1
5ddd92855daaa6d095854780,148,"I usually start with vowels, especially E. So I stuck to that and tried to think about what I would have chosen.",0,1,1
5ffe4c2a8f29264fb8cdd577,147,"Sort of, normally when I play this game I start with vowels so I tried to do the same. Its difficult pretending when you know the word, it sort of takes the fun out of it. I didn't have a strategy for guessing who was real and who wasn't more of how fast they went",0,1,1
5bc9f8b677740000016a08b5,146,I just played like I thought I normally would using vowels first and then figuring it out from there.,0,1,1
60a55d4bb6bd9be6c95b89eb,145,"I tried to start out playing as I would if I didn't know (picking vowels first), then based my next actions off of those. If it seemed obvious, (for instance, picking 'A' first in the word 'banana' might be a bit obvious) then I'd take a guess to see; if it still seemed hard, I continued on with my typical strategy of picking more common letters next. I did similarly with trying to tell the different between who was pretending and who was playing for real. ",0,1,1
60fba5becb0e782745f2c39c,144,My strategy was to first guess vowels and to not answer too quickly. The most difficult thing about pretending was wondering what someone would actually guess and how long it would take them. I did not have a strategy between trying to decide if someone was pretending or not.,0,1,1
5d8e258e7a33770016980d2b,143,"I tried to guess as I normally would in any guessing game, but I'll admit it was hard. I wanted to pick letters that would make sense for other possible guesses I could have had. Telling between the real and pretend players was tough. I really thought that the people running the time the way they were had to be putting on a show. That was a bad strategy on my part, obviously. ",0,1,0
5ade0203066c510001d42abf,142,I tried to think of other options could could be reasonably guessed.  I looked for the same trait for when I was guessing on other players. ,0,0,1
62852880d0adbe3f66b92efc,141,"I tried to approach the pretend games as if they were real games, starting off by thinking of a few words within the category of the correct length. I then used feeler letters that I thought were more common across the words I thought of - usually E, A, T, R, and N. From there I tried to come up with a revised list of candidate words. If I couldn't come up with any besides the actual word, I would begin to type in the remaining letters in the order that felt most natural to me. Some of the pretend words, specifically PIGEON and DALAI LAMA, were outside of where my mind would normally go when thinking of common animal or people names, so I made sure to ""hesitate"" extra long on them. If other players behaved similarly,  by starting off with common letters and ""hesitating"" what felt like an appropriate amount of time, I thought they seemed legitimate. One player immediately guessed O and A in IOWA, and then proceeded to throw out random guesses like C that couldn't possibly fit into a four letter US state. That was an easy pretender to identify.",0,0,1
5a8b1ee2000dab00018cc7cd,140,"My strategy was to choose the letters that I normally choose when I don't know the word. I like to firstly choose r and t, unless the word really doesn't look like it would have those. It was difficult for telling the difference between the other players. I just went with my gut instinct on those.",0,1,1
5d07ce1342a8400018a27494,139,I figured that the players who were taking a longer time were stalling to seem like they're thinking,0,0,0
600c63a5dfb7171357a02440,138,"I just thought of things that would fit that wasnt the actual word, Iowa was hard to not do without error.The ones pretending did not try to go for common letters. there is only a handful of 6 digit numbers, but he started spamming things. the ones who took too long also looked fake",0,0,1
56259489ed6e5a0005c80fde,139,The most difficult part of pretending was letting enough time lapse to look convincing. I tried to do the same when identifying people who were pretending.,0,0,1
5b666901f7798c000182c01c,137,Just took my time and just used gut instinct,0,0,0
5ff5f7ad932d56101bf7c90d,136,"I always started with the most common vowels first, then the most common consonants. If it was truly ""unclear"" after a given I just worked my way up the list until I hit one, and then tried to figure whether a normal person would see a pattern and fill it in.As far as pretenders vs. playing for real, it was more about speed than accuracy.",0,1,1
60f838095603e27ca51820a7,134,Yes,0,0,0
6111234ac8cfa49e38acbfb4,133,"I chose the letters that I would have if I didn't know what the word was already. The hardest part was deciding how long I should act like I didn't know the word for. I decided if the letters they put in made the word seem obvious or not. If it was and they still kept going, it made me think they were pretending. ",0,1,0
610cb2e82784ac6af6469fc5,132,"I tried to play like I would normally, starting with vowels. I also tried to wait longer between guessing letters so it would seem like I was thinking. The most challenging part of pretending was holding back and making logical guesses. I was surprised when I was deciding between real players and pretenders because the people who pretended to play took much longer to guess letters and guessed more letters than those who played for real.",0,1,1
6095fc75ab1d101e060d808b,130,"No I did not have a strategy.  The most difficult part about pretending is trying to figure out what letters to press next.  No strategy for picking pretenders, just went with my gut feeling.",0,0,0
615f2b3f0eafbabe579b889a,129,I JUST GUESS THE LETTERS ON THE HINT GIVEN AND THE AMOUNT LETTERS WILL FILL. THE LAST ONE WAS NOT A PRETEND WHICH FOOLED ME.,0,0,0
60de09f7dc5304e0c0f19485,127,"I just chose letters I knew were wrong on purpose. I didn't have a strategy for guessing about other players, I simply just guessed.",0,0,1
5b954f10754b700001f06bf0,126,"I thought about Wheel of Fortune where people use the same letters, R, S, T, L, N.  It was mostly difficult to outright pretend that I didn't know the word.  For deciding who was pretending, I watched what letters they chose first, like in Wheel of Fortune.  ",0,0,1
5a381de00006450001bf2691,125,I guessed a letter from a word that would have fit then pretended I was thinking for a moment.For finding the faking players I just went with my gut on if their pauses felt natural.,0,0,1
56435b83942576000a66eb5d,124,"I tried to guess the most common letter first, even though I knew if they were wrong.  It was difficult to not just get a perfect score each time.  Did not really have a strategy for pretenders vs who played for real.  I looked at how much of a delay there was in picking letters and if they picked uncommon letters at the beginning.",0,0,1
5e84bd7c34d5d9072128fac1,122,"I just guessed as if I was solving it. I go through the vowels first, look at the clue, and if it's something like a US state, is should be very easy to solve. The only difficult thing pretending was the words being extremely easy to guess so trying to trick someone into not being able to solve something so easy would be difficult.I should have went with my hunch for the players who pretended because I would have got them all correct, but I was like, ""surely there wouldn't be x players in a row that all actually solved it."" I basically just looked for them solving it like I would solve it. ",0,1,1
5d612ae16512d700159face7,120,Just played  normally as I was told to do,0,0,0
56ec9fa4f9ffc4000ac1941b,121,I didn't really have any strategy. Pretending to guess letters while knowing which are correct was annoying. I didn't have any strategy for that.,0,0,0
5d8108c0a6d2bf001afdb2d9,119,I should have used more vowels to find words. I couldn't really tell who was real or fake other than how difficult the word was. Pretending the most difficult thing was acting like I didn't know the answer and the wrong letters to pick at what times.,0,0,0
60bff9298f56d55c8ecd9adf,119,I tried to balance how many wrong letters I guessed with right letters. It was difficult to pretend in all ways because the correct word was right there. I didn't have a strategy at all for telling which players were playing for real. I got all but one wrong. I truly couldn't detect a difference.,0,0,1
59e7477e3e4b5a00016aa4d2,118,I picked letters I knew were not correct when pretending to know the word.  It was not difficult at all.  I looked for the length of time it took other players to make choices.,0,0,1
5be08e69610cba000151f1f7,117,The difficulty in pretending was guessing like I did not have the knowledge. The pretenders go difficult letters too early.,0,0,0
5e12b8f31e2e589287ce63ae,115,"Stick with the same pattern of most commonly used vowels and consonants. I had hoped that I could cover the word and ACTUALLY play (not pretend) - so kudos on making us type it out... And it was the length of time between guesses, AND playing an M in numbers...",0,0,1
