,subj_id,debrief,suppression,simulation,rules
440,5606105,"I didn't really have  strategy as such I just tried really hard to overlook the crosses. I tried to base me picking a player on what I had done, Some of them completed them a little too slowly like they were trying to hard t pick a square, usually if I have no idea where a square is I will be quicker at picking a square. ",1,0,0
441,560610a,I used the same systematic approach when play with hits as without.I tired to look at people who were too quick and also people who clicked obviously wrong spots,0,1,1
442,5595774,"Not really, except for just trying to ignore the hints.  As for guessing who did and did not have hints, I tried to outguess them but was rubbish at it.",1,0,0
443,56360cd,"I tried to ignore the hints and deploy the same basic strategy. Not sure how successful that was. With two of the other players' rounds, I changed my mind about the player with hints twice -- and got the wrong ones!",1,1,1
444,558595b,no strategy for either,0,0,0
445,5575ea0,No,0,0,0
446,55656b7,I didn't really other than did my first 4 or 5 moves the same each time and then only clicked on possible squares not ones which would mean a red would line up next to another. Telling between players it seemed to be the ones who were extra slow or extra quick. The no hints were a bit more random,0,0,1
447,5555b6f,I mixed up my strategy all throughout the experiment. ,0,0,0
448,5535eb7,No strategy,0,0,0
449,5525bcd,"I looked for players that seemed to forget that ships cannot be side by side, but that strategy was wrong when I did spot someone doing that. I thought people that looked like they had a strategy (clicking diagonally etc) may not have had hints, again, I was wrong!",0,0,0
450,5515fa0,Played how Id normally play If I had no hints.,0,1,0
451,55057f6,"I just ignored the hints and played the game normally as if they weren't there.  For telling between players I looked for unusual methods - eg one player who had hints played a whole row at once, clicking their way across the map in a straight line. That did not seem like normal gameplay.",1,0,0
452,5495be0,"I didn't really have a strategy, I just tried to guess where I'd go if I didn't know the answers. I didn't have a strategy for other players games, I just tried to see which one felt natural.",0,1,0
453,5485cc5,just tried to ignore the hints,1,0,0
454,5466016,"I tried to imagine I had not seen the hints especially when I landed on one, looking at all options to make  complete ship. I looked at whether the other players were getting everything wrong or not as statistically they shouldn't be that unlucky",0,1,0
455,54460ae,i did not have any strategy - i tried my best to ignore the hints as best as i could,1,0,0
456,5435e8a,"I tried to click on what I would if I had no hints.  When I found a ship, I tried not to make it look too obvious that I knew it was just a 2 square ship by clicking on the third either side for example",0,1,0
457,5.43E+56,"I used the same strategy I used when I play the game for real, which is to pick squares in diagonals to use as few turns as possible. To identify those with hints I looked for 'silly' moves e.g. picking a random square straight after finding a red one - if someone had legitimately found a red one then the likelihood is they'd try to find the next red one and not then pick a random unrelated square. ",0,0,1
458,5415fba,"No I just asked my self that, how would I play without the hints, and I did that. as for the players, i could tell by avoiding the next boxes that are close to the hints that they are avoiding them to fool around a bit.",0,1,0
459,5405fa8,just clicking a few more squares than necessary and systematically going accross the top row as if you were trying to work it out,0,0,1
460,5396047,start in middle and go for diagonal squares. i tried to mimic it in hint mode but i didnt think about the time taken until i was judging. while judging I was mostly looking for obvious delays and unnecessary squares being chosen,0,0,1
461,5386169,Tried to apply my logic to their game play - rather unsuccessfully!,0,1,1
462,5376103,"I had a strategy for bothFor pretending I did not have hints i would play how i usually played battleship and chose from the same 4 squats i usually start from when ever i hit a ship i would complete the ship then in my head mark off the squats around it that could not have ships in it and click the squares around  it that could For figuring out who had a hint I would look to see if their moves were logical, if they finished hitting ships or if they stretched around hit spots for the ship. I would also take in to consideration their speed if the took a long pause after hitting a one part of a ship and the next section was obvious, I would consider it a red flag, same for clicking random squares really quickly.  ",0,1,1
463,5365d34,Nothing in particular,0,0,0
464,535608e,I tried to ignore the crosses and place my guesses in the corners of the grid and work inwards.The players who seemed to complete the grid quicker and who hit more blue squares I felt had had hints. If you were playing for real you would be trying to complete with as fewer clicks as possible.,0,0,1
465,53258af,"I tried to click the corners to start and just see if I could ""stumble"" on to a ship tile. I realized this was stupid when viewing the players with/without hints and seeing how those without hints just poked at the board seemingly at random trying to get the tail end of a ship on an inner tile to minimize clicks. The players with hints were much more decisive in where they clicked and I could tell that they were trying to avoid the tiles until they felt they failed enough tiles. ",0,0,1
466,5315d45,"Going slow was my initial strategy, but it turns out it was. massive sign of someone who did have hints. ",0,0,1
467,5285ea0,selecting several wrong ones first. Seeing if they were just picking random squares eg alternate ones and how quickly they did it,0,0,1
468,5295eac,Just to see who was acting unnaturally,0,0,1
469,5266110,Clicked so fast in random squaresGuess work for second one,0,0,0
470,5245efc,"No strategy really, just tried to not go fast so it looked more natural. And applied that to the other players as well. ",0,0,1
471,5235702,"No real strategy for pretending I had no hints other than to not just directly go straight to where I knew the ships were. For distinguishing between players with and without hints, I looked for the player that made an obvious error when choosing and supposed that they had hints and were deliberately avoiding clicking on the correct square too quickly.",0,0,1
472,5225c05,"I always tried to do the guessing in a certain way starting with the corners and if i got a hit then i would act like i was trying to guess the direction. To figure out players i just tried to get a feel for ""natural"" moves",0,1,1
473,5216122,methodical every other square regardless of hits,0,0,0
474,5205d95,To get the first couple of squares wrong and then when I did get a hit press an adjoining square that was incorrect.I had no strategy for deciding whether the player had or had not had hints. I found guessing if they had had hints very difficult.,0,0,1
475,519610b,If I found a red square I would click away from it when in reality I would be trying all the surrounding squares. Other players seemed to do that as well when they had hints.,0,0,1
476,5186114,"picking a few blue squares before i stumbled upon a red one so they think I'm unaware. if they made little mistakes such as choosing a square directly touching a boat, that made me more likely to think they had hints but were pretending they didn't.",0,0,1
477,516609c,"my strategy for pretending to not have any hints was to ignore the hints and play as if they are not there. For telling between players, it was a bit easy to note from the movements how a player avoids the obvious cells with the ships",1,0,0
478,5146092,No strategy... I probably overthought some of my moves however,0,0,0
479,513602a,I had no strategy for the first. For the second I tried to think where I would play if I had no hints and picked the one that matched that most closely,0,0,0
480,512610d,Not particularly! They did it really well so it was just a matter of chance,0,0,0
481,5115b1e,"i didn'y have a particular strategy, but i tend to notice that players with hints went slower than players without hints",0,0,0
482,5105d5c,When I was pretending I tried to click the same squares I would click when I played it for real. I could tell some players that were pretending because they clicked really fast and one of them must have misunderstood because they just clicked all the ships so that one was easy!,0,1,0
483,5096176,"After clicking a red box, I wouldn't immediately click surrounding red boxes to make it look less obvious. Also wouldn't do it too quickly.As for differentiating, I got most of them wrong but I thought that those who did it too quickly likely had clues or those who were extremely accurate also likely had clues.",0,0,1
484,5085ea2,spotting moves to impossible squares made it obvious the player was pretending,0,0,0
485,5075dc1,I usually follow a pattern when playing games like this and tried to be true to the pattern I would follow.I dressed the wrong board for the first one having misread the instructions - after that I chose the ones who seemed illogical in their choices having revealed a hit for example choosing an adjacent square where the present of a ship would break the boundary rule,0,0,0
486,5065aba,"I tried to clock middle boxes first, and squinted my eyes so I could try to play with no hints. With the players that I had to watch, it was difficult but I went on a gut feeling ad the erratic way the hint haver would play.",1,0,1
487,5.05E+11,"To pretend I had no hints I tried to play as similarly as I would with no hints, choosing squares in the middle or close to the corners. To decide if a player had hints I looked at how quickly they were picking squares, and if it was similar to how I played the game.",0,1,1
488,5035f00,"For pretending, I tried to make reasonable moves when I had only had a hit on one square, but clicking wrong ones next to it. For identifying, people with hints usually choose quicker.",0,1,1
489,50255d3,"I figured if people had no hints, including myself, they would go round the board in some kind of systematic fashion rather than just clicking anywhere",0,0,0
490,5015990,none for both,0,0,0
